,,,,,,
,Expences for Paycheck 9/9/2022,,,,,
,Expence,,,Cost,Total,Notes
,Cash On Hand,,,0,0,
,Change On Hand,,,0,0,
,Payment for Parent's Back Padio,,,0,0,
,Gift / Debit Cards On Hand,,,0,0,
,Groceries / Other,,,65.36,65.36,
,Cigarettes,,,80.13,145.49,
,Gas,,,0,145.49,
,,,,0,145.49,
,,,,0,145.49,
,,,,0,145.49,
,,,,0,145.49,
,,,,0,145.49,
,,,,0,145.49,
,,,,0,145.49,
,,,,0,145.49,
,,,,0,145.49,
,,,,0,145.49,
,,,,0,145.49,
,,,,0,145.49,
,,,,0,145.49,
,Expence Grand Total,,,0,,
