,,,,,,,,,,,,
,Expences for Paycheck 8/11/2023,,,,,,,,,Catagory Totals,,
,CC,Expence,,,Date,Catagory,Cost,Total,,Groceries,99.78,
,false,Deanne Payment,,,Fri Aug 11 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Debt,82,82,,Cigarettes,48.79,
,false,MDG,,,Fri Aug 11 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Debt,8.95,90.95,,Gas,40.69,
,false,Dairy Queen,,,Fri Aug 11 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Groceries,10.9,101.85000000000001,,Entertainment,33.53,
,false,CVS (Vyvance),,,Fri Aug 11 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Medical,15,116.85000000000001,,Medical,15,
,false,BP Gas Station,,,Fri Aug 11 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Cigarettes,19.15,136,,Vehicle,0,
,false,Wal-Mart,,,Sat Aug 12 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Groceries,88.88,224.88,,Maintenance,0,
,false,MEGA Sub,,,Mon Aug 14 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Entertainment,11.03,235.91,,Debt,128.59,
,false,Mission Lane Credit Card,,,Mon Aug 14 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Debt,37.64,273.55,,,,
,false,Kwik Trip,,,Tue Aug 15 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Cigarettes,29.64,303.19,,Catagory,YTD,Average
,false,Rusty's,,,Sat Aug 19 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Entertainment,22.5,325.69,,Groceries,2766.7,172.91875
,false,Kwik Trip,,,Sun Aug 20 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Gas,40.69,366.38,,Cigarettes,591.7599999999999,36.98499999999999
,false,,,,,,0,366.38,,Gas,337.41,21.088125
,false,,,,,,0,366.38,,Entertainment,510.52,31.9075
,false,,,,,,0,366.38,,Medical,227.22,14.20125
,false,,,,,,0,366.38,,Vehicle,144.32,9.02
,false,,,,,,0,366.38,,Maintenance,600.66,37.54125
,false,,,,,,0,366.38,,Debt,479.2399999999999,29.952499999999993
,false,,,,,,0,366.38,,Paycheck Number,,16
,false,,,,,,0,366.38,,,,
,false,,,,,,0,366.38,,Mission Lane Credit Card Information ($500 Limit),,
,false,,,,,,0,366.38,,Last Payment / Amount,Mon Aug 14 2023 01:00:00 GMT-0400 (Eastern Daylight Time),37.64
,false,,,,,,0,366.38,,Used This Period,0,
,false,,,,,,0,366.38,,Available (Before / After),249.44,287.08
,,Expence Grand Total,,,,,366.38,,,Balance to Pay,,212.92000000000002
,,,,,,,,,,,,
,Shopping List,,,,,,,,,,,
,Tax,Item,Isle,Category,Amount,Cost of One,Total Cost,,,,,
,false,Milk,A-23,Groceries,2,2.66,5.32,,,,,
,true,Toilet Bowl Cleaner,J-11,Bathroom,1,5.18,5.439,,,,,
,true,Hand Soap,G-16,Bathroom,2,2.47,5.187,,,,,
,true,Toilet Paper,J-07,Bathroom,1,6.98,7.329000000000001,,,,,
,false,Pop Tarts,A-08,Groceries,1,4.47,4.47,,,,,
,false,Zebra Cakes,A-06,Groceries (Lunch),4,2.68,10.72,,,,,
,false,Oreos,A-18,Groceries,1,4.58,4.58,,,,,
,false,Soda,A-20,Groceries,4,3.88,15.52,,,,,
,false,Pizza,A-04,Groceries,2,3.98,7.96,,,,,
,false,Nutter Butters,A-18,Groceries,1,4.68,4.68,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,Hydroxizine,CVS,Medical,1,10,10,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,false,,,,,0,0,,,,,
,,Total Cost (No Credit Card Use):,,,,,81.20499999999998,,,,,
,Remaining Balance (With Credit Card Use):,,,,,,-168.235,,,,,
,Remaining Balance:,,,,,,-66.85500000000009,,,,,
