dbo,ACCOUNT,ROWID,int
dbo,ACCOUNT,ID,nvarchar
dbo,ACCOUNT,DESCRIPTION,nvarchar
dbo,ACCOUNT,TYPE,nchar
dbo,ACCOUNT,SUMMARY_ACCOUNT,nchar
dbo,ACCOUNT,PARENT_ACCT_ID,nvarchar
dbo,ACCOUNT,CURRENCY_ID,nvarchar
dbo,ACCOUNT,REVALUE,nchar
dbo,ACCOUNT,PROJECT_ACCOUNT,nchar
dbo,ACCOUNT,ACTIVE_FLAG,nchar
dbo,ACCOUNT,STATUS_EFF_DATE,datetime
dbo,ACCOUNT_AT_NATIVE,ROWID,int
dbo,ACCOUNT_AT_NATIVE,ACCOUNT_ID,nvarchar
dbo,ACCOUNT_AT_NATIVE,SITE_ID,nvarchar
dbo,ACCOUNT_AT_NATIVE,ACCT_YEAR,decimal
dbo,ACCOUNT_AT_NATIVE,ACCT_PERIOD,decimal
dbo,ACCOUNT_AT_NATIVE,DEBIT_AMOUNT,decimal
dbo,ACCOUNT_AT_NATIVE,CREDIT_AMOUNT,decimal
dbo,ACCOUNT_AT_NATIVE,CURRENCY_ID,nvarchar
dbo,ACCOUNT_BAL_DIM,ROWID,int
dbo,ACCOUNT_BAL_DIM,ACCOUNT_ID,nvarchar
dbo,ACCOUNT_BAL_DIM,SITE_ID,nvarchar
dbo,ACCOUNT_BAL_DIM,ACCT_YEAR,decimal
dbo,ACCOUNT_BAL_DIM,ACCT_PERIOD,decimal
dbo,ACCOUNT_BAL_DIM,CURRENCY_ID,nvarchar
dbo,ACCOUNT_BAL_DIM,USER_DIMENSION_1,nvarchar
dbo,ACCOUNT_BAL_DIM,USER_DIMENSION_2,nvarchar
dbo,ACCOUNT_BAL_DIM,CUST_ORDER_ID,nvarchar
dbo,ACCOUNT_BAL_DIM,PRODUCT_CODE,nvarchar
dbo,ACCOUNT_BAL_DIM,DEBIT_AMOUNT,decimal
dbo,ACCOUNT_BAL_DIM,CREDIT_AMOUNT,decimal
dbo,ACCOUNT_BAL_DIM,FLAG,int
dbo,ACCOUNT_BAL_DIM,CURR_BALANCE,decimal
dbo,ACCOUNT_BAL_SUM,ROWID,int
dbo,ACCOUNT_BAL_SUM,SPID,nvarchar
dbo,ACCOUNT_BAL_SUM,ACCOUNT_ID,nvarchar
dbo,ACCOUNT_BAL_SUM,SITE_ID,nvarchar
dbo,ACCOUNT_BAL_SUM,ACCT_YEAR,decimal
dbo,ACCOUNT_BAL_SUM,ACCT_PERIOD,decimal
dbo,ACCOUNT_BAL_SUM,O_DEBIT_AMOUNT,decimal
dbo,ACCOUNT_BAL_SUM,O_CREDIT_AMOUNT,decimal
dbo,ACCOUNT_BAL_SUM,O_DEBIT_BUDGET,decimal
dbo,ACCOUNT_BAL_SUM,O_CREDIT_BUDGET,decimal
dbo,ACCOUNT_BAL_SUM,N_DEBIT_AMOUNT,decimal
dbo,ACCOUNT_BAL_SUM,N_CREDIT_AMOUNT,decimal
dbo,ACCOUNT_BAL_SUM,N_DEBIT_BUDGET,decimal
dbo,ACCOUNT_BAL_SUM,N_CREDIT_BUDGET,decimal
dbo,ACCOUNT_BAL_SUM,FLAG,int
dbo,ACCOUNT_BAL_SUM,CURRENCY_ID,nvarchar
dbo,ACCOUNT_BALANCE,ROWID,int
dbo,ACCOUNT_BALANCE,ACCOUNT_ID,nvarchar
dbo,ACCOUNT_BALANCE,SITE_ID,nvarchar
dbo,ACCOUNT_BALANCE,ACCT_YEAR,decimal
dbo,ACCOUNT_BALANCE,ACCT_PERIOD,decimal
dbo,ACCOUNT_BALANCE,DEBIT_AMOUNT,decimal
dbo,ACCOUNT_BALANCE,CREDIT_AMOUNT,decimal
dbo,ACCOUNT_BALANCE,DEBIT_BUDGET,decimal
dbo,ACCOUNT_BALANCE,CREDIT_BUDGET,decimal
dbo,ACCOUNT_BALANCE,FLAG,int
dbo,ACCOUNT_BALANCE,CURRENCY_ID,nvarchar
dbo,ACCOUNT_BALANCE,CURR_BALANCE,decimal
dbo,ACCOUNT_BALANCE,SOA_BAL_SENT,nchar
dbo,ACCOUNT_BUDGET,ROWID,int
dbo,ACCOUNT_BUDGET,account_id,nvarchar
dbo,ACCOUNT_BUDGET,SITE_ID,nvarchar
dbo,ACCOUNT_BUDGET,acct_year,decimal
dbo,ACCOUNT_BUDGET,acct_period,decimal
dbo,ACCOUNT_BUDGET,budget_type,nvarchar
dbo,ACCOUNT_BUDGET,budget_code,nvarchar
dbo,ACCOUNT_BUDGET,currency_id,nvarchar
dbo,ACCOUNT_BUDGET,budget_dr_amount,decimal
dbo,ACCOUNT_BUDGET,budget_cr_amount,decimal
dbo,ACCOUNT_BUDGET,FLAG,int
dbo,ACCOUNT_BUDGET_SUM,ROWID,int
dbo,ACCOUNT_BUDGET_SUM,SPID,nvarchar
dbo,ACCOUNT_BUDGET_SUM,ACCOUNT_ID,nvarchar
dbo,ACCOUNT_BUDGET_SUM,SITE_ID,nvarchar
dbo,ACCOUNT_BUDGET_SUM,ACCT_YEAR,decimal
dbo,ACCOUNT_BUDGET_SUM,ACCT_PERIOD,decimal
dbo,ACCOUNT_BUDGET_SUM,BUDGET_TYPE,nvarchar
dbo,ACCOUNT_BUDGET_SUM,BUDGET_CODE,nvarchar
dbo,ACCOUNT_BUDGET_SUM,CURRENCY_ID,nvarchar
dbo,ACCOUNT_BUDGET_SUM,O_BUDGET_DR_AMOUNT,decimal
dbo,ACCOUNT_BUDGET_SUM,O_BUDGET_CR_AMOUNT,decimal
dbo,ACCOUNT_BUDGET_SUM,N_BUDGET_DR_AMOUNT,decimal
dbo,ACCOUNT_BUDGET_SUM,N_BUDGET_CR_AMOUNT,decimal
dbo,ACCOUNT_BUDGET_SUM,FLAG,int
dbo,ACCOUNT_CHG_LOG,ROWID,int
dbo,ACCOUNT_CHG_LOG,TRANSACTION_ID,smallint
dbo,ACCOUNT_CHG_LOG,ACCOUNT_ID,nvarchar
dbo,ACCOUNT_CHG_LOG,CREATE_DATE,datetime
dbo,ACCOUNT_CHG_LOG,FROM_TYPE,nchar
dbo,ACCOUNT_CHG_LOG,TO_TYPE,nchar
dbo,ACCOUNT_CHG_LOG,USER_ID,nvarchar
dbo,ACCOUNT_GROUP,ROWID,int
dbo,ACCOUNT_GROUP,GROUP_ID,nvarchar
dbo,ACCOUNT_GROUP,ACCOUNT_ID,nvarchar
dbo,ACCOUNT_GROUP,ADD_ASSET_EXPENSE,int
dbo,ACCOUNT_PERIOD,ROWID,int
dbo,ACCOUNT_PERIOD,ACCT_YEAR,decimal
dbo,ACCOUNT_PERIOD,ACCT_PERIOD,decimal
dbo,ACCOUNT_PERIOD,STATUS,nchar
dbo,ACCOUNT_PERIOD,BEGIN_DATE,datetime
dbo,ACCOUNT_PERIOD,END_DATE,datetime
dbo,ACCOUNT_PERIOD,STATUS_EFF_DATE,datetime
dbo,ACCOUNT_PERIOD,SITE_ID,nvarchar
dbo,ACCOUNT_PERIOD,CALENDAR_ID,nvarchar
dbo,ACCOUNT_PROFILE,ROWID,int
dbo,ACCOUNT_PROFILE,account_type,nvarchar
dbo,ACCOUNT_PROFILE,profile_id,nvarchar
dbo,ACCOUNT_PROFILE,start_account,nvarchar
dbo,ACCOUNT_PROFILE,end_account,nvarchar
dbo,ACCOUNT_PROFILE,profile_type,nvarchar
dbo,ACCOUNT_PROFILE,account_id,nvarchar
dbo,ACCOUNT_PROFILE,profile_amount,decimal
dbo,ACCOUNT_SITE,ROWID,int
dbo,ACCOUNT_SITE,ACCOUNT_ID,nvarchar
dbo,ACCOUNT_SITE,SITE_ID,nvarchar
dbo,ACCOUNT_SITE,IS_VIEWABLE,nchar
dbo,ACCOUNTING_ENTITY,ROWID,int
dbo,ACCOUNTING_ENTITY,ID,nvarchar
dbo,ACCOUNTING_ENTITY,ENTITY_NAME,nvarchar
dbo,ACCOUNTING_ENTITY,ENTITY_ADDR_1,nvarchar
dbo,ACCOUNTING_ENTITY,ENTITY_ADDR_2,nvarchar
dbo,ACCOUNTING_ENTITY,ENTITY_ADDR_3,nvarchar
dbo,ACCOUNTING_ENTITY,ENTITY_CITY,nvarchar
dbo,ACCOUNTING_ENTITY,ENTITY_STATE,nvarchar
dbo,ACCOUNTING_ENTITY,ENTITY_ZIPCODE,nvarchar
dbo,ACCOUNTING_ENTITY,ENTITY_COUNTRY,nvarchar
dbo,ACCOUNTING_ENTITY,STATUS,nchar
dbo,ACCOUNTING_ENTITY,TAX_ID_NUMBER,nvarchar
dbo,ACCOUNTING_ENTITY,DEF_LANGUAGE_ID,nvarchar
dbo,ACCOUNTING_ENTITY,FUNCTIONAL_CURRENCY_ID,nvarchar
dbo,ACCOUNTING_ENTITY,XCHG_RATE_DATE,nchar
dbo,ACCOUNTING_ENTITY,XCHG_RATE_DEF_RCPT,nchar
dbo,ACCOUNTING_ENTITY,COSTING_INTERLEVEL,nchar
dbo,ACCOUNTING_ENTITY,COSTING_METHOD,nchar
dbo,ACCOUNTING_ENTITY,COSTING_SOURCE,nchar
